	copy_number
Cloacimonetes_bacterium_SCGC_AAA252-E13_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-E20_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-F02_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-G07_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-G08_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-I11_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-I16_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-K16_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-L05_(contamination_screened)	0
Cloacimonetes_bacterium_SCGC_AAA252-L13_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-M08_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-N05_(contamination_screened)	0
Cloacimonetes_bacterium_SCGC_AAA252-N11_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-N17_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-O02_(contamination_screened)	0
Cloacimonetes_bacterium_SCGC_AAA252-O17_(contamination_screened)	0
Cloacimonetes_bacterium_SCGC_AAA252-P02_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-P10_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-P14_(contamination_screened)	0
Marinimicrobia_bacterium_JGI_0000090-C20_(contamination_screened)	1
Calescamantes_bacterium_JGI_0000106-I17_(unscreened)	0
EM3_bacterium_JGI_0000106-B10_(unscreened)	0
Parcubacteria_bacterium_SCGC_AAA036-E14_(contamination_screened)	0
Parcubacteria_bacterium_SCGC_AAA011-A08_(contamination_screened)	0
Parcubacteria_bacterium_SCGC_AAA011-A09_(contamination_screened)	0
Parcubacteria_bacterium_SCGC_AAA011-J21_(contamination_screened)	0
Parcubacteria_bacterium_SCGC_AAA011-N16_(contamination_screened)	1
Acetothermia_bacterium_SCGC_AAA255-C06_(contamination_screened)	1
Parcubacteria_bacterium_SCGC_AAA010-E09_(contamination_screened)	1
Microgenomates_bacterium_SCGC_AAA255-J07_(contamination_screened)	0
Microgenomates_bacterium_SCGC_AAA011-E14_(contamination_screened)	1
Microgenomates_bacterium_SCGC_AAA011-A19_(contamination_screened)	1
Microgenomates_bacterium_SCGC_AAA011-M05_(contamination_screened)	1
Microgenomates_bacterium_SCGC_AAA011-B20_(contamination_screened)	1
Microgenomates_bacterium_SCGC_AAA011-I21_(contamination_screened)	1
Microgenomates_bacterium_SCGC_AAA011-L05_(contamination_screened)	0
Microgenomates_bacterium_SCGC_AAA040-P11_(contamination_screened)	0
Microgenomates_bacterium_SCGC_AAA011-L6_(contamination_screened)	0
Microgenomates_bacterium_SCGC_AAA011-F5_(contamination_screened)	1
Omnitrophica_bacterium_SCGC_AAA257-O07_(contamination_screened)	1
Omnitrophica_bacterium_SCGC_AAA011-L16_(contamination_screened)	0
Omnitrophica_bacterium_SCGC_AAA252-B19_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA255-A06_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA255-E05_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA255-E10_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA255-F06_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA255-F09_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA255-K14_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA255-O15_(contamination_screened)	0
Aminicenantes_bacterium_JGI_0000014-B08_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-A02_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-B17_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-C08_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-D06_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-D18_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-F08_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-G04_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-G05_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-G06_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-G21_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-I14_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-J09_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-J15_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-J21_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-K06_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-K07_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-K18_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-L02_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-L10_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-N06_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-N07_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-O03_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-O09_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-O10_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-O11_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-O19_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-P13_(contamination_screened)	0
Aminicenantes_bacterium_SCGC_AAA252-P19_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AAA255-E04_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AAA255-G05_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AAA255-N14_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AB-164-L03_(contamination_screened)	0
Atribacteria_bacterium_SCGC_AB-164-P05_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AB-164-D21_(contamination_screened)	0
Atribacteria_bacterium_SCGC_AB-164-G04_(contamination_screened)	0
Atribacteria_bacterium_SCGC_AB-164-M20_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AB-164-A22_(contamination_screened)	0
Atribacteria_bacterium_JGI_0000014-F07_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AAA252-M02_(contamination_screened)	1
Marinimicrobia_bacterium_SCGC_AAA257-N23_(contamination_screened)	0
Marinimicrobia_bacterium_SCGC_AAA003-E22_(contamination_screened)	2
Marinimicrobia_bacterium_SCGC_AAA003-L8_(contamination_screened)	1
Marinimicrobia_bacterium_SCGC_AAA160-I06_(contamination_screened)	1
Marinimicrobia_bacterium_SCGC_AAA298-D23_(contamination_screened)	1
Marinimicrobia_bacterium_SCGC_AAA160-C11_(contamination_screened)	0
Marinimicrobia_bacterium_SCGC_AAA160-B08_(contamination_screened)	0
Marinimicrobia_bacterium_SCGC_AAA076-M08_(contamination_screened)	0
Latescibacteria_bacterium_SCGC_AAA257-K07_(contamination_screened)	1
Latescibacteria_bacterium_SCGC_AAA252-B13_(contamination_screened)	0
Latescibacteria_bacterium_SCGC_AAA252-D10_(contamination_screened)	1
Cloacimonetes_bacterium_JGI_0000014-D06_(contamination_screened)	0
Cloacimonetes_bacterium_JGI_0000014-D18_(contamination_screened)	0
Cloacimonetes_bacterium_JGI_0000014-H19_(contamination_screened)	0
Cloacimonetes_bacterium_JGI_0000014-K11_(contamination_screened)	0
Gracilibacteria_bacterium_JGI_0000069-K10_(contamination_screened)	0
Gracilibacteria_bacterium_JGI_0000069-P22_(contamination_screened)	1
Prosthecomicrobium_hirschii_ATCC_27832	0
Desulfonema_limicola_Jadebusen,_DSM_2076	1
SAR116_cluster_alpha_proteobacterium_sp._HIMB100	1
Betaproteobacterium_sp._KB13	1
Thermanaeromonas_toyohensis_ToBE,_DSM_14490	2
alpha_proteobacterium_sp._HIMB59	1
gamma_proteobacterium_HIMB30	1
Fangia_hongkongiensis_FSC776	1
SAR324_cluster_bacterium_SCGC_AAA001-C10_(unscreened)	0
SAR324_cluster_bacterium_SCGC_AAA240-J09_(unscreened)	1
gamma_proteobacterium_SCGC_AAA001-B15_(unscreened)	1
gamma_proteobacterium_SCGC_AAA007-O20_(unscreened)	0
Emticicia_oligotrophica_GPTSA100-15,_DSM_17448	2
Spirulina_major_PCC_6313	2
SAR324_cluster_bacterium_sp._SCGC_AAA008-E19_(unscreened)	0
SAR324_cluster_bacterium_sp._SCGC_AAA240-O02_(unscreened)	0
SAR324_cluster_bacterium_sp._SCGC_AAA240-K04_(unscreened)	0
Aquiflexum_balticum_BA160,_DSM_16537	4
Thiothrix_nivea_JP2,_DSM_5205	2
Caldibacillus_debilis_GB1	2
Desulfobacter_postgatei_2ac9	4
Xenococcus_sp._PCC_7305	1
Thiocapsa_marina_5811,_DSM_5653	2
Herpetosiphon_aurantiacus_DSM_785	5
Alkaliflexus_imshenetskii_Z-7010,_DSM_15055	5
Joostella_marina_DSM_19592	3
Thiorhodospira_sibirica_A12,_ATCC_700588	1
Prochlorothrix_hollandica_PCC_9006	2
gamma_proteobacterium_IMCC3088	2
Fortiea_contorta_PCC_7126	3
Methylocapsa_acidiphila_B2	2
Chamaesiphon_minutus_PCC_6605	3
Propionivibrio_militaris_MP	1
Sulfobacillus_acidophilus_TPY	5
Nitriliruptor_alkaliphilus_DSM_45188	1
Pelagibacter_sp._PRT004_(unscreened)	1
Marinosulfonomonas_sp._PRT002_(unscreened)	1
Budvicia_aquatica_DSM_5075,_ATCC_35567	5
Nitritalea_halalkaliphila_LW7	3
Bizionia_argentinensis_JUB59,_DSM_19628	1
Desulfotignum_phosphitoxidans_FiPS-3,_DSM_13687	1
Lewinella_cohaerens_DSM_23179	2
Thermophagus_xiamenensis_HS1	0
Dasania_marina_DSM_21967	3
Alkalispirochaeta_alkalica_DSM_8900	2
Fangia_hongkongensis_DSM_21703	5
Sciscionella_marina_DSM_45152	4
Flexithrix_dorotheae_DSM_6795	2
Balneola_vulgaris_DSM_17893	4
Uliginosibacterium_gangwonense_DSM_18521	1
Desulfobacter_curvatus_DSM_3379	4
Wenxinia_marina_DSM_24838	1
Desulfofundulus_kuznetsovii_DSM_6115	3
Lebetimonas_sp._JS170	2
Indibacter_alkaliphilus_LW1	1
Methylopila_sp._M107	1
Methyloferula_stellata_AR4	1
Salisaeta_longa_DSM_21114	1
Succinispira_mobilis_DSM_6222	3
Methylosarcina_lacus_LW14	3
Limimaricola_hongkongensis_DSM_17492	2
Loktanella_sp._SE62	1
Ahrensia_kielensis_DSM_5890	2
Chitiniphilus_shinanonensis_DSM_23277	2
Salsuginibacillus_kocurii_DSM_18087	7
Cloacimonetes_bacterium_SCGC_AAA252-N14_(contamination_screened)	1
Pelagibacter_sp._PRT004_(unscreened)	1
Marinosulfonomonas_sp._PRT002_(unscreened)	2
Henriciella_marina_DSM_19595	1
Curvibacter_lanceolatus_ATCC_14669	1
Gilvimarinus_chinensis_DSM_19667	4
Caldimonas_manganoxidans_ATCC_BAA-369	5
Caenispirillum_salinarum_AK4	0
SAR86_cluster_bacterium_SAR86E_(unscreened)	1
Oceaniovalibus_guishaninsula_JLT2003	0
Cecembia_lonarensis_LW9	2
Novispirillum_itersonii_itersonii_ATCC_12639	3
Algicola_sagamiensis_DSM_14643	1
Elioraea_tepidiphila_DSM_17972	1
Amphritea_japonica_ATCC_BAA-1530	4
Thermobrachium_celere_JW/YL-NZ35,_DSM_8682	26
Sedimentitalea_nanhaiensis_DSM_24252	2
SAR202_cluster_bacterium_sp._SCGC_AAA001-F05	0
SAR202_cluster_bacterium_sp._SCGC_AAA007-M09	0
SAR202_cluster_bacterium_sp._SCGC_AAA240-O15	0
Pseudophaeobacter_arcticus_DSM_23566	5
alpha_proteobacterium_sp._HIMB5	1
Woodsholea_maritima_DSM_17123	2
Robiginitomaculum_antarcticum_DSM_21748	1
Eudoraea_adriatica_DSM_19308	3
Sandarakinorhabdus_limnophila_DSM_17366	1
Thalassobaculum_salexigens_DSM_19539	3
Nevskia_ramosa_DSM_11499	4
Desulfotignum_phosphitoxidans_FiPS-3,_DSM_13687	2
Desulforegula_conservatrix_Mb1Pa	4
Gelidibacter_mesophilus_DSM_14095	1
Geothrix_fermentans_DSM_14018	3
Mesonia_mobilis_DSM_19841	4
Oceanobacter_kriegii_DSM_6294	2
Oceanospirillum_maris_DSM_6286	2
Propionicicella_superfundia_DSM_22317	1
Desulfospira_joergensenii_DSM_10085	3
Hugenholtzia_roseola_DSM_9546	3
Aliagarivorans_marinus_DSM_23064	5
Thermithiobacillus_tepidarius_DSM_3134	2
Nesiotobacter_exalbescens_DSM_16456	1
Haliea_salexigens_DSM_19537	3
Thermonema_rossianum_DSM_10300	4
Aestuariimicrobium_kwangyangense_DSM_21549	3
Oceanospirillum_beijerinckii_DSM_7166	1
Marinimicrobium_agarilyticum_DSM_16975	4
Azonexus_hydrophilus_DSM_23864	4
Paludibacterium_yongneupense_DSM_18731	5
Rubidibacter_lacunae_KORDI_51-2	1
Pseudodonghicola_xiamenensis_DSM_18339	2
Chitinilyticum_aquatile_DSM_21506	5
Anaerovorax_odorimutans_DSM_5092	4
Ponticaulis_koreensis_DSM_19734	1
Aestuariibacter_salexigens_DSM_15300	4
Chitinilyticum_litopenaei_DSM_21440	2
Marinactinospora_thermotolerans_DSM_45154	2
Eisenibacter_elegans_DSM_3317	1
Zooshikella_ganghwensis_DSM_15267	1
Methylohalobius_crimeensis_10Ki	2
Gaetbulibacter_saemankumensis_DSM_17032	1
Nisaea_denitrificans_DSM_18348	4
Hellea_balneolensis_DSM_19091	1
Aliagarivorans_taiwanensis_DSM_22990	6
zeta_proteobacterium_SCGC_AB-602_F03_(unscreened)	0
zeta_proteobacterium_SCGC_AB-133_D10_(unscreened)	1
zeta_proteobacterium_SCGC_AB-137_M18_(unscreened)	1
zeta_proteobacterium_SCGC_AB-602_L11_(unscreened)	1
zeta_proteobacterium_SCGC_AB-604_P22_(unscreened)	1
zeta_proteobacterium_SCGC_AB-133_M17_(unscreened)	1
zeta_proteobacterium_SCGC_AB-137_G16_(unscreened)	1
zeta_proteobacterium_SCGC_AB-604_O11_(unscreened)	3
zeta_proteobacterium_SCGC_AB-137_C09B_(unscreened)	4
Cucumibacter_marinus_DSM_18995	1
Halodesulfovibrio_aestuarii_DSM_10141	4
beta_proteobacterium_NB0016	1
Rubritepida_flocculans_DSM_14296	2
Psychrilyobacter_atlanticus_DSM_19335	10
Silanimonas_lenta_DSM_16282	3
Maledivibacter_halophilus_ATCC_49637	7
Perlucidibaca_piscinae_DSM_21586	4
Desulfotignum_balticum_DSM_7044	3
Desulfatiglans_anilini_DSM_4660	1
Calescamantes_bacterium_JGI_0000106-G12_(contamination_screened)	1
Fervidibacteria_bacterium_SCGC_AAA471-D06_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-D03_(contamination_screened)	1
Cloacimonetes_bacterium_SCGC_AAA252-E13_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-A02_(contamination_screened)	1
Aminicenantes_bacterium_SCGC_AAA252-F08_(contamination_screened)	1
Atribacteria_bacterium_SCGC_AAA252-M02_(contamination_screened)	1
Cloacimonetes_bacterium_JGI_0000014-D06_(contamination_screened)	0
Cloacimonetes_bacterium_JGI_0000014-H19_(contamination_screened)	0
Marinimicrobia_bacterium_SCGC_AAA160-I06_(contamination_screened)	1
SUP05_cluster_bacterium_AB-755_A05D07_(unscreened)	0
SUP05_cluster_bacterium_AB-755_A07E07_(unscreened)	1
SUP05_cluster_bacterium_AB-755_C04A09_(unscreened)	0
SUP05_cluster_bacterium_AB-755_C07D09_(unscreened)	0
SUP05_cluster_bacterium_AB-755_C13G09_(unscreened)	0
SUP05_cluster_bacterium_AB-755_C14H09_(unscreened)	1
SUP05_cluster_bacterium_AB-755_D05D10_(unscreened)	0
SUP05_cluster_bacterium_AB-755_D23C11_(unscreened)	1
SUP05_cluster_bacterium_AB-755_E19E12_(unscreened)	0
SUP05_cluster_bacterium_AB-755_E20F12_(unscreened)	1
SUP05_cluster_bacterium_AB-755_E23A01_(unscreened)	1
SUP05_cluster_bacterium_AB-755_G23A03_(unscreened)	0
SUP05_cluster_bacterium_AB-755_L03D05_(unscreened)	1
SUP05_cluster_bacterium_AB-755_M02D06_(unscreened)	0
SUP05_cluster_bacterium_AB-755_M20C07_(unscreened)	0
SUP05_cluster_bacterium_AB-755_P16B10_(unscreened)	0
SUP05_cluster_bacterium_AB-755_P19D10_(unscreened)	0
SUP05_cluster_bacterium_AB-754_B15AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-754_C22AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-754_C22AB-908_(unscreened)	0
SUP05_cluster_bacterium_AB-754_I18AB-906_(unscreened)	1
SUP05_cluster_bacterium_AB-754_I19AB-906_(unscreened)	0
SUP05_cluster_bacterium_AB-754_J03AB-906_(unscreened)	0
SUP05_cluster_bacterium_AB-754_L23AB-906_(unscreened)	0
SUP05_cluster_bacterium_AB-754_O20AB-906_(unscreened)	0
SUP05_cluster_bacterium_AB-754_P07AB-906_(unscreened)	0
SUP05_cluster_bacterium_AB-751_A17AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-751_B23AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-751_C09AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-751_E22AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-751_E23AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_G10AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_I17AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_J08AB-905_(unscreened)	1
SUP05_cluster_bacterium_AB-751_J11AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_L18AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_M07AB-905_(unscreened)	2
SUP05_cluster_bacterium_AB-751_N14AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_O11AB-905_(unscreened)	1
SUP05_cluster_bacterium_AB-751_O20AB-905_(unscreened)	1
SUP05_cluster_bacterium_AB-751_P07AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-751_P22AB-905_(unscreened)	0
SUP05_cluster_bacterium_AB-750A03AB-903_(unscreened)	0
SUP05_cluster_bacterium_AB-750A23AB-903_(unscreened)	0
SUP05_cluster_bacterium_AB-750C14AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-750C22AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-750G15AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-750G16AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-750I15AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-750K04AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-750K18AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-750K23AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-750M18AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-750M23AB-904_(unscreened)	2
SUP05_cluster_bacterium_AB-750N15AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-750P07AB-904_(unscreened)	0
SUP05_cluster_bacterium_AB-750P14AB-904_(unscreened)	1
SUP05_cluster_bacterium_AB-746_E21AB-902_(unscreened)	0
SUP05_cluster_bacterium_AB-746_O15AB-902_(unscreened)	1
SUP05_cluster_bacterium_AB-746_P05AB-902_(unscreened)	0
SUP05_cluster_bacterium_AB-747_F14AB-903_(unscreened)	0
SUP05_cluster_bacterium_AB-747_F18AB-903_(unscreened)	0
SUP05_cluster_bacterium_AB-747_M09AB-903_(unscreened)	0
Methyloglobulus_morosus_KoM1	0
Hapalosiphon_welwitschii_UH_strain_IC-52-3	2
gamma_proteobacterium_BDW918	1
Cesiribacter_andamanensis_AMV16	1
Thiovulum_sp._ES_(unscreened)	1
Alishewanella_aestuarii_B11	2
Aliiglaciecola_lipolytica_E3	0
Fulvivirga_imtechensis_AK7	0
Phaeospirillum_molischianum_DSM_120	1
Acidocella_sp._MX-AZ02	0
Imtechella_halotolerans_K1	1
Bhargavaea_cecembensis_DSE10	1
Marine_Group_A_AB-755_M21D07_(unscreened)	0
Marine_Group_A_AB-755_E16C12_(unscreened)	0
Marine_Group_A_AB-751_D09AB-904_(unscreened)	1
Marine_Group_A_AB-750L13AB-904_(unscreened)	1
Marine_Group_A_AB-750A02AB-903_(unscreened)	1
Marine_Group_A_AB-747_F21AB-903_(unscreened)	1
Marine_Group_A_AB-746_P06AB-902_(unscreened)	0
Marine_Group_A_AB-746_N13AB-902_(unscreened)	1
Desulfocurvus_vexinensis_DSM_17965	4
Mariniradius_saccharolyticus_AK6	0
Curvibacter_gracilis_ATCC_BAA-807	1
Phaeospirillum_fulvum_MGU-K5	0
SAR86_cluster_bacterium_SAR86C_(unscreened)	1
SAR86_cluster_bacterium_SAR86D_(unscreened)	2
Gayadomonas_joobiniege_G7	6
Prochlorothrix_hollandica_PCC_9006	1
OD1-DSC1_(unscreened)	1
OD1-DSC7_(unscreened)	1
OD1-DSC4_(unscreened)	1
OD1-DSC2_(unscreened)	2
OD1-DSC3_(unscreened)	1
OD1-DSC5_(unscreened)	1
Croceivirga_radicis_S86	1
SAR324_cluster_bacterium_JCVI-SC_AAA005	1
Chlorogloeopsis_fritschii_PCC_9212	1
Marinilabilia_salmonicolor_JCM_21150	1
Gillisia_marina_CBA3202	1
OD1-DSC8_(unscreened)	0
OD1-DSC12_(unscreened)	1
OD1-DSC11_(unscreened)	1
OD1-DSC10_(unscreened)	1
OD1-DSC9_(unscreened)	1
Enterovibrio_norvegicus_1F-211	3
Enterovibrio_norvegicus_1F-230	4
Enterovibrio_norvegicus_FF-85	4
Enterovibrio_norvegicus_FF-33	3
Enterovibrio_norvegicus_FF-162	3
Reyranella_massiliensis_521,_DSM_23428	1
Afipia_birgiae_34632	1
Donghicola_sp._S598	1
Sandarakinorhabdus_sp._AAP62	1
Enterovibrio_norvegicus_FF-454	3
Pseudacidovorax_intermedius_NH-1	1
Euryhalocaulis_caribicus_JL2009	1
Afifella_pfennigii_DSM_17143	1
Enterovibrio_calviensis_DSM_14347	4
Thiothrix_lacustris_DSM_21227	3
Prolixibacter_bellariivorans_ATCC_BAA-1284	1
Crocinitomix_catalasitica_ATCC_23190	1
Pseudohaliea_rubra_DSM_19751	1
Sediminibacter_sp._Hel_I_10	2
